Timestamp,Download (Mbps),Upload (Mbps)
2023-10-05 01:21:38.123686,30.617477282895138,54.759172503508736
2023-10-05 01:22:17.740927,32.82468821896264,49.7471754273939
2023-10-05 01:22:55.851994,25.73710857289037,50.162648725708074
2023-10-05 01:23:33.483721,33.25378799221074,61.55152913885613
2023-10-05 01:24:12.107163,25.607122939130488,55.313860066989584
